,domain,phylum,class,order,family,genus,species
ASV_274,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
ASV_275,Bacteria,NA,NA,NA,NA,NA,NA
ASV_276,NA,NA,NA,NA,NA,NA,NA
ASV_277,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_278,NA,NA,NA,NA,NA,NA,NA
ASV_279,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_280,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Synechocystis PCC-6803,NA
ASV_281,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,NA,NA
ASV_282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_283,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_284,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
ASV_285,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_286,NA,NA,NA,NA,NA,NA,NA
ASV_287,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_288,NA,NA,NA,NA,NA,NA,NA
ASV_289,NA,NA,NA,NA,NA,NA,NA
ASV_290,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
ASV_291,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_292,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,NA
ASV_293,NA,NA,NA,NA,NA,NA,NA
ASV_294,Bacteria,NA,NA,NA,NA,NA,NA
ASV_295,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV_296,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_297,NA,NA,NA,NA,NA,NA,NA
ASV_298,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_299,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_300,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
ASV_301,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_302,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,NA
ASV_303,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_305,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV_306,NA,NA,NA,NA,NA,NA,NA
ASV_307,NA,NA,NA,NA,NA,NA,NA
ASV_308,NA,NA,NA,NA,NA,NA,NA
ASV_309,NA,NA,NA,NA,NA,NA,NA
ASV_310,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_311,NA,NA,NA,NA,NA,NA,NA
ASV_312,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna,NA
ASV_313,NA,NA,NA,NA,NA,NA,NA
ASV_314,NA,NA,NA,NA,NA,NA,NA
ASV_315,NA,NA,NA,NA,NA,NA,NA
ASV_316,Bacteria,NA,NA,NA,NA,NA,NA
ASV_317,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_318,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV_319,NA,NA,NA,NA,NA,NA,NA
ASV_320,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
ASV_321,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Halioxenophilus,NA
ASV_322,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,NA
ASV_323,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
ASV_324,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,NA
ASV_325,NA,NA,NA,NA,NA,NA,NA
ASV_326,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_327,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_328,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
ASV_329,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_330,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_331,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1 clade,NA,NA
ASV_332,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
ASV_333,NA,NA,NA,NA,NA,NA,NA
ASV_334,NA,NA,NA,NA,NA,NA,NA
ASV_335,NA,NA,NA,NA,NA,NA,NA
ASV_336,NA,NA,NA,NA,NA,NA,NA
ASV_337,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_338,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_340,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_341,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV_342,NA,NA,NA,NA,NA,NA,NA
ASV_343,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_344,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_345,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_346,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,NA
ASV_347,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a marine group,NA
ASV_348,NA,NA,NA,NA,NA,NA,NA
ASV_349,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,NA
ASV_350,NA,NA,NA,NA,NA,NA,NA
ASV_351,NA,NA,NA,NA,NA,NA,NA
ASV_352,NA,NA,NA,NA,NA,NA,NA
ASV_353,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,NA
ASV_354,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,NA
ASV_355,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Profundimonas,NA
ASV_356,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
ASV_357,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV_358,NA,NA,NA,NA,NA,NA,NA
ASV_359,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
ASV_360,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
ASV_361,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,NA
ASV_362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,NA
ASV_363,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV_364,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,NA
ASV_365,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_366,Bacteria,NA,NA,NA,NA,NA,NA
ASV_367,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
ASV_368,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,NA
ASV_369,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_370,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_371,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_372,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula,NA
ASV_373,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV_374,NA,NA,NA,NA,NA,NA,NA
ASV_375,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
ASV_376,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_377,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_378,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,NA
ASV_379,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_380,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
ASV_381,NA,NA,NA,NA,NA,NA,NA
ASV_382,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,NA
ASV_383,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
ASV_384,NA,NA,NA,NA,NA,NA,NA
ASV_385,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_386,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV_387,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
ASV_388,Bacteria,NA,NA,NA,NA,NA,NA
ASV_389,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_390,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NA,NA,NA
ASV_391,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_392,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_393,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_394,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,NA
ASV_395,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea,NA
ASV_396,NA,NA,NA,NA,NA,NA,NA
ASV_397,NA,NA,NA,NA,NA,NA,NA
ASV_398,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA
ASV_399,NA,NA,NA,NA,NA,NA,NA
ASV_400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_401,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
ASV_402,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_403,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
ASV_404,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
ASV_405,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_406,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_407,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_408,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
ASV_409,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV_410,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_411,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_412,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
ASV_413,NA,NA,NA,NA,NA,NA,NA
ASV_414,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_416,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,NA,NA,NA
ASV_417,NA,NA,NA,NA,NA,NA,NA
ASV_418,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_419,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,NA
ASV_420,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_421,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_422,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_423,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV_424,Bacteria,NA,NA,NA,NA,NA,NA
ASV_425,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_426,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_427,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_428,NA,NA,NA,NA,NA,NA,NA
ASV_429,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_430,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_431,NA,NA,NA,NA,NA,NA,NA
ASV_432,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_433,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_434,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_435,NA,NA,NA,NA,NA,NA,NA
ASV_436,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
ASV_437,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_438,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA
ASV_439,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,NA
ASV_440,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_441,NA,NA,NA,NA,NA,NA,NA
ASV_442,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
ASV_443,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NA,NA,NA
ASV_444,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_445,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_446,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_447,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_448,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter clade NAC11-7 lineage,NA
ASV_450,NA,NA,NA,NA,NA,NA,NA
ASV_451,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV_452,NA,NA,NA,NA,NA,NA,NA
ASV_453,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_454,Bacteria,NA,NA,NA,NA,NA,NA
ASV_455,NA,NA,NA,NA,NA,NA,NA
ASV_456,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
ASV_457,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA
ASV_458,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
ASV_459,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_460,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
ASV_461,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_462,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_463,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_464,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_465,NA,NA,NA,NA,NA,NA,NA
ASV_466,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
ASV_467,NA,NA,NA,NA,NA,NA,NA
ASV_468,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,NA
ASV_470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_471,NA,NA,NA,NA,NA,NA,NA
ASV_472,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,NA
ASV_473,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,NA
ASV_474,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_475,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_476,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA
ASV_477,Bacteria,WPS-2,NA,NA,NA,NA,NA
ASV_478,NA,NA,NA,NA,NA,NA,NA
ASV_479,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_480,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
ASV_481,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
ASV_482,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV_483,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Fuerstia,NA
ASV_484,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_485,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,NA
ASV_486,NA,NA,NA,NA,NA,NA,NA
ASV_487,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_488,Bacteria,NA,NA,NA,NA,NA,NA
ASV_489,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,NA
ASV_490,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_491,NA,NA,NA,NA,NA,NA,NA
ASV_492,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter,NA
ASV_493,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_494,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,NA
ASV_495,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_497,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NA,NA,NA
ASV_498,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
ASV_499,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Ketobacter,NA
ASV_500,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_501,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Spongiimicrobium,NA
ASV_502,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Luteibaculum,NA
ASV_503,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA
ASV_504,NA,NA,NA,NA,NA,NA,NA
ASV_505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_506,NA,NA,NA,NA,NA,NA,NA
ASV_507,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
ASV_508,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_509,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
ASV_510,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_511,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a marine group,NA
ASV_512,NA,NA,NA,NA,NA,NA,NA
ASV_513,NA,NA,NA,NA,NA,NA,NA
ASV_514,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
ASV_515,NA,NA,NA,NA,NA,NA,NA
ASV_516,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_517,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a marine group,NA
ASV_518,NA,NA,NA,NA,NA,NA,NA
ASV_519,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_520,NA,NA,NA,NA,NA,NA,NA
ASV_521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_522,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_523,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
ASV_524,NA,NA,NA,NA,NA,NA,NA
ASV_525,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
ASV_526,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_527,NA,NA,NA,NA,NA,NA,NA
ASV_528,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_529,Bacteria,NA,NA,NA,NA,NA,NA
ASV_530,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV_531,NA,NA,NA,NA,NA,NA,NA
ASV_532,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Lentilitoribacter,NA
ASV_533,Bacteria,NA,NA,NA,NA,NA,NA
ASV_534,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,NA
ASV_535,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,NA
ASV_536,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_537,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV_538,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
ASV_539,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV_540,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV_541,Bacteria,NA,NA,NA,NA,NA,NA
ASV_542,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,NA,NA
ASV_543,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA
ASV_544,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_545,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_546,NA,NA,NA,NA,NA,NA,NA
ASV_547,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
ASV_548,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,NA
ASV_549,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
ASV_550,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_551,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_552,Bacteria,NA,NA,NA,NA,NA,NA
ASV_553,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,NA
ASV_554,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_555,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_556,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_557,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NA
ASV_558,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV_559,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_560,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
ASV_561,NA,NA,NA,NA,NA,NA,NA
ASV_562,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
